ts_unix,elapsed_s,cpu_seconds_total,cpu_pct,rss_bytes
1785004475.337,0.0,15.46,,94175232
1785004476.337,1.0,16.84,137.98,94617600
1785004477.337,2.001,18.38,153.92,94420992
1785004478.337,3.001,19.92,153.99,94044160
1785004479.341,4.004,21.48,155.44,93945856
1785004480.341,5.005,23.12,163.95,93224960
1785004481.344,6.008,24.65,152.54,93995008
1785004482.344,7.008,26.24,158.96,93863936
1785004483.345,8.008,27.79,154.97,93634560
1785004484.349,9.013,29.35,155.29,93634560
1785004485.349,10.013,30.89,153.99,93634560
1785004486.35,11.013,32.44,154.95,94224384
1785004487.35,12.013,33.99,154.99,94076928
1785004488.35,13.013,35.59,159.99,93896704
1785004489.35,14.013,37.07,147.99,95191040
1785004490.352,15.016,38.67,159.57,95191040
1785004491.353,16.016,40.31,163.99,93929472
1785004492.353,17.016,41.84,153.0,93962240
1785004493.353,18.017,43.39,154.86,94339072
1785004494.354,19.017,44.9,150.99,94355456
1785004495.359,20.022,46.43,152.24,94355456
1785004496.359,21.022,47.98,154.97,94683136
1785004497.359,22.022,49.55,156.98,94191616
1785004498.359,23.022,51.11,155.98,93536256
1785004499.359,24.023,52.66,154.97,94355456
1785004500.359,25.023,54.27,160.99,94224384
1785004501.359,26.023,55.86,159.0,92864512
1785004502.362,27.025,57.37,150.59,92962816
1785004503.362,28.026,59.0,162.94,92962816
1785004504.366,29.03,60.56,155.37,93241344
1785004505.37,30.034,62.14,157.41,93716480
1785004506.374,31.037,63.71,156.45,93716480
1785004507.374,32.037,65.27,156.0,93700096
1785004508.374,33.037,66.83,155.98,93782016
1785004509.381,34.044,68.39,154.9,93847552
1785004510.381,35.045,69.95,155.97,95485952
1785004511.386,36.049,71.5,154.32,93634560
1785004512.386,37.049,73.08,158.0,93388800
1785004513.386,38.049,74.66,157.98,93536256
1785004514.386,39.049,76.25,158.96,93945856
1785004515.387,40.05,77.78,152.84,94535680
1785004516.387,41.05,79.3,151.99,94552064
1785004517.387,42.051,80.87,156.99,94584832
1785004518.387,43.051,82.43,155.98,94633984
1785004519.388,44.051,83.99,155.96,94617600
1785004520.388,45.051,85.52,152.99,94617600
1785004521.388,46.051,87.19,166.99,93962240
1785004522.388,47.051,88.81,161.98,93437952
1785004523.388,48.051,90.17,135.99,111542272
1785004524.388,49.051,91.77,159.99,111542272
1785004525.396,50.059,93.38,159.69,96567296
1785004526.396,51.06,94.91,152.99,97402880
1785004527.396,52.06,96.5,158.97,97370112
1785004528.397,53.06,98.0,149.9,97419264
1785004529.397,54.061,99.52,151.98,97419264
1785004530.401,55.064,101.1,157.42,95649792
1785004531.402,56.065,102.62,151.88,95715328
1785004532.402,57.065,104.25,162.98,94863360
1785004533.402,58.065,105.82,156.98,95354880
1785004534.402,59.065,107.43,161.0,98418688
1785004535.407,60.07,108.98,154.22,98402304
