ts_unix,elapsed_s,cpu_seconds_total,cpu_pct,rss_bytes
1785016176.447,0.0,30.8912,,53207040
1785016177.505,1.059,36.4641,526.49,53604352
1785016179.51,3.063,41.963,274.27,53194752
1785016181.514,5.067,47.6121,281.93,53243904
1785016183.521,7.074,53.2602,281.43,53571584
1785016185.525,9.078,58.8508,278.97,53243904
1785016187.53,11.083,64.4887,281.18,53014528
1785016189.538,13.091,70.0459,276.75,53575680
1785016191.54,15.093,75.5672,275.82,53456896
1785016193.545,17.098,81.1431,278.08,53141504
1785016195.548,19.101,86.7851,281.69,53239808
1785016197.554,21.107,92.4176,280.75,53334016
1785016199.566,23.119,98.0121,278.02,53166080
1785016201.571,25.124,103.4251,270.0,53596160
1785016203.576,27.129,108.823,269.3,53592064
1785016205.58,29.133,114.2409,270.26,53444608
1785016207.588,31.141,119.5796,265.97,54030336
1785016209.593,33.146,125.0277,271.71,53157888
1785016211.6,35.153,130.429,269.11,53186560
1785016213.605,37.158,135.7881,267.31,54030336
1785016215.608,39.161,141.1342,266.82,53465088
1785016217.614,41.167,146.5075,267.89,53747712
1785016219.622,43.175,151.928,270.02,52854784
1785016221.63,45.183,157.2988,267.41,53477376
1785016223.634,47.187,162.6654,267.85,54161408
1785016225.638,49.192,167.9888,265.53,53878784
1785016227.643,51.196,173.3448,267.15,53403648
1785016229.649,53.202,178.7217,268.1,53665792
1785016231.661,55.214,184.1054,267.58,53452800
1785016233.662,57.215,189.4826,268.66,53538816
1785016235.667,59.221,191.5823,104.72,51064832
