ts_unix,elapsed_s,cpu_seconds_total,cpu_pct,rss_bytes
1785006471.229,0.0,6.63,,78938112
1785006472.229,1.0,7.84,120.99,78938112
1785006473.231,2.002,9.16,131.8,79167488
1785006474.231,3.002,10.45,128.99,79216640
1785006475.231,4.002,11.8,134.99,79233024
1785006476.231,5.002,13.09,128.98,79314944
1785006477.231,6.002,14.46,136.98,79101952
1785006478.232,7.003,15.76,129.93,79101952
1785006479.232,8.003,17.06,129.99,79151104
1785006480.232,9.003,18.35,128.99,79740928
1785006481.232,10.003,19.71,135.99,79757312
1785006482.232,11.003,21.08,136.97,79757312
1785006483.233,12.004,22.32,123.91,75710464
1785006484.233,13.004,23.55,122.99,76414976
1785006485.234,14.005,24.87,131.86,76546048
1785006486.234,15.005,26.04,116.99,77217792
1785006487.234,16.005,27.36,131.99,77398016
1785006488.234,17.005,28.65,128.98,76414976
1785006489.234,18.005,29.92,126.99,77545472
1785006490.238,19.009,31.2,127.51,77643776
1785006491.238,20.009,32.45,124.98,77332480
1785006492.238,21.009,33.75,129.99,77332480
1785006493.239,22.01,35.07,131.85,77201408
1785006494.24,23.01,36.29,121.97,77234176
1785006495.24,24.011,37.58,128.98,77250560
1785006496.24,25.011,38.87,128.95,77250560
