ts_unix,elapsed_s,cpu_seconds_total,cpu_pct,rss_bytes
1785002064.064,0.0,15.52,,125239296
1785002065.064,1.0,18.41,288.98,120930304
1785002066.064,2.0,21.56,314.97,122716160
1785002067.068,3.004,24.65,307.78,131825664
1785002068.07,4.006,27.16,250.46,185368576
1785002069.074,5.01,29.2,203.24,181633024
1785002070.074,6.01,32.09,288.96,164397056
1785002071.077,7.013,35.01,291.24,183304192
1785002072.08,8.016,37.45,243.16,199016448
1785002073.08,9.016,38.82,136.99,201998336
1785002074.083,10.019,40.36,153.63,259211264
1785002075.086,11.022,41.48,111.61,249528320
1785002076.087,12.023,42.18,69.92,242466816
1785002077.087,13.023,43.39,121.0,300908544
1785002078.087,14.024,44.28,88.98,288423936
1785002079.091,15.027,45.56,127.53,342540288
1785002080.092,16.028,46.5,93.94,347734016
1785002081.095,17.031,47.88,137.61,310509568
1785002082.1,18.036,49.13,124.31,296861696
1785002083.105,19.041,49.8,66.65,326598656
1785002084.111,20.047,51.94,212.87,411451392
1785002085.114,21.05,51.98,3.99,286932992
